p;d;q;P;D;Q;s;LookBackWindowSize;SeasonalPeriod
0;0;1;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;2;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
2;0;0;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;3;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;2;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;2;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;2;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;2;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;3;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;2;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;3;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;2;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
1;0;2;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;3;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
2;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;1;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
2;0;0;0;0;0;0;520;1
0;0;3;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;3;0;0;0;0;520;1
1;0;0;0;0;0;0;520;1
0;0;0;0;0;0;0;520;1
0;0;0;0;0;2;5;520;5
0;0;0;0;0;1;5;520;5
2;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;1;5;520;5
0;0;1;0;0;0;5;520;5
0;0;1;0;0;1;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;1;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
3;0;0;0;0;1;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;1;5;520;5
0;0;1;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
0;0;1;0;0;1;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;2;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;2;0;0;2;5;520;5
0;0;2;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
0;0;0;0;0;1;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
3;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
0;0;1;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;2;0;0;0;5;520;5
1;0;0;0;0;0;5;520;5
1;0;1;0;0;0;5;520;5
0;0;1;0;0;1;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;3;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
0;0;2;0;0;1;5;520;5
0;0;0;0;0;1;5;520;5
0;0;0;0;0;0;5;520;5
0;0;2;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
0;0;2;0;0;1;5;520;5
0;0;1;0;0;0;5;520;5
0;0;2;0;0;0;5;520;5
0;0;2;0;0;1;5;520;5
0;0;1;0;0;1;5;520;5
0;0;2;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
1;0;0;0;0;0;5;520;5
1;0;0;0;0;0;5;520;5
1;0;0;0;0;0;5;520;5
1;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
1;0;0;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
1;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
1;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
1;0;0;0;0;0;5;520;5
0;0;1;0;0;1;5;520;5
1;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
1;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;1;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;1;0;1;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;1;0;1;5;520;5
0;0;2;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
0;0;2;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
1;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;1;5;520;5
1;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
1;0;2;0;0;0;5;520;5
3;0;0;0;0;2;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
2;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
2;0;0;0;0;2;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
2;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
1;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
1;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
1;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;0;5;520;5
0;0;0;0;0;2;5;520;5
0;0;0;0;0;0;5;520;5
0;0;1;0;0;0;5;520;5
0;0;0;0;0;0;0;1040;1
0;0;1;0;0;0;0;1040;1
0;0;2;0;0;0;0;1040;1
0;0;2;0;0;0;0;1040;1
0;0;0;0;0;0;0;1040;1
0;0;0;0;0;0;0;1040;1
0;0;0;0;0;0;0;1040;1
0;0;3;0;0;0;0;1040;1
0;0;1;0;0;0;0;1040;1
0;0;3;0;0;0;0;1040;1
0;0;1;0;0;0;0;1040;1
0;0;1;0;0;0;0;1040;1
0;0;1;0;0;0;0;1040;1
0;0;0;0;0;0;0;1040;1
3;0;0;0;0;0;0;1040;1
1;0;0;0;0;0;0;1040;1
0;0;0;0;0;0;0;1040;1
1;0;0;0;0;0;0;1040;1
1;0;0;0;0;0;0;1040;1
0;0;0;0;0;0;0;1040;1
0;0;0;0;0;0;0;1040;1
1;0;0;0;0;0;0;1040;1
0;0;1;0;0;0;0;1040;1
1;0;0;0;0;0;0;1040;1
1;0;0;0;0;0;0;1040;1
0;0;3;0;0;0;0;1040;1
0;0;0;0;0;0;0;1040;1
1;0;0;0;0;0;0;1040;1
0;0;1;0;0;0;0;1040;1
1;0;2;0;0;0;0;1040;1
0;0;0;0;0;0;0;1040;1
0;0;1;0;0;0;0;1040;1
0;0;0;0;0;0;0;1040;1
0;0;0;0;0;0;0;1040;1
0;0;0;0;0;0;5;1040;5
0;0;0;0;0;2;5;1040;5
0;0;0;0;0;1;5;1040;5
0;0;1;0;0;0;5;1040;5
0;0;0;0;0;0;5;1040;5
0;0;0;0;0;0;5;1040;5
0;0;0;0;0;0;5;1040;5
0;0;0;0;0;0;5;1040;5
0;0;0;0;0;0;5;1040;5
0;0;0;0;0;0;5;1040;5
0;0;1;0;0;1;5;1040;5
0;0;1;0;0;0;5;1040;5
0;0;0;0;0;0;5;1040;5
0;0;2;0;0;0;5;1040;5
1;0;0;0;0;1;5;1040;5
0;0;1;0;0;0;5;1040;5
0;0;0;0;0;0;5;1040;5
1;0;0;0;0;1;5;1040;5
0;0;0;0;0;1;5;1040;5
0;0;0;0;0;0;5;1040;5
0;0;0;0;0;0;5;1040;5
0;0;1;0;0;0;5;1040;5
1;0;0;0;0;0;5;1040;5
0;0;1;0;0;0;5;1040;5
0;0;0;0;0;0;5;1040;5
1;0;0;0;0;0;5;1040;5
0;0;2;0;0;1;5;1040;5
0;0;0;0;0;0;5;1040;5
0;0;0;0;0;0;5;1040;5
0;0;0;0;0;1;5;1040;5
0;0;1;0;0;0;5;1040;5
2;0;0;0;0;2;5;1040;5
0;0;0;0;0;0;5;1040;5
0;0;0;0;0;2;5;1040;5
0;0;1;0;0;0;0;1300;1
0;0;1;0;0;0;0;1300;1
0;0;0;0;0;0;0;1300;1
0;0;0;0;0;0;0;1300;1
0;0;0;0;0;0;0;1300;1
0;0;0;0;0;0;0;1300;1
0;0;0;0;0;0;0;1300;1
3;0;2;0;0;0;0;1300;1
1;0;2;0;0;0;0;1300;1
1;0;0;0;0;0;0;1300;1
0;0;1;0;0;0;0;1300;1
0;0;1;0;0;0;0;1300;1
0;0;0;0;0;0;0;1300;1
1;0;2;0;0;0;0;1300;1
0;0;0;0;0;0;0;1300;1
